id,cr,reference_en,baseline_prediction,cultural_prediction,CS_prediction,expected_translation,baseline_prediction_csi_match_score,baseline_prediction_csi_match_success
gen_00415,Epav nan tren nan Kongo a: 'Majorite Timoun ki mouri' ',Train Wreck in the Congo: 'Majority of Children's 24 Dead',Epav by train in the Congo: 'Childity of the Dead',Epav by train in the Congo: 'Majorite of the Dead Children',Epav to Train in the Congo: ‘The minority of the dead’,Congo train wreck: “Most of the children are dead” | Congo train crash: “The majority of the children died”,54.54545454545454,False
ife_513_hat_eng,"Pami etensèl souvnans ki rive jwenn mwen aswè a se Tajmahall, Lexington, Seacaucus, Dorchester, Hayott, Randolph ak Blue Hill ki viwonnen-m epi vin pale ak mwen sou chètout prezans ou.","The spartks of memories reaching me tonight, Tajmahal, Lexington, Seacaucus, Dorchester Hayat, Randolph and Blue Hill surround me and speak to me of your preciouS presence.","Among the spark onvnans that reach me tonight is Tajmahall, Lexington, Seacaucus, Dorchester, Hayott, Randolph and Blue Hill who spoke to me about your presence chests.","Among spark onvnans who reach me tonight is Tajmahall, Lexington, Seacaucus, Dorchester, Hayott, Randolph and Blue Hill who flies me and come to talk to me about shout your presence.","Among the spark onvnans that reach me the evening is Tajmahall, Lexington, Seacaucus, Dorchester, Hayott, Randolph and Blue Hill that lives me and becomes talk to me on your presence showcases.","Memories of Taj Mahal, Lexington, Secaucus, Dorchester, Hayat, Randolph, and Blue Hill surround me tonight, speaking to me of your precious presence | Tonight, the sparks of memory from Taj Mahal, Lexington, Secaucus, Dorchester, Hayat, Randolph, and Blue Hill gather around me and whisper of your cherished presence",70.48192771084338,False
ahl_13237_hat_eng,"Fimiye, ki sanfayy yo?","Fimiye, what are those things?","Filled, which are the sanfayy?","Filmed, what are the sanfayy?","Movied, who are the sanfayy?",What are those? | What’s that?,54.16666666666667,False
gen_00916,Bay manje blenndè riban pou Mèlange de Pellets nouriti,Feed Ribbon Blender For Mixing Of Feed Pellets,Feed Blender Ribbon for Melange of Feed Pellets,Feed blender ribbon for Mèlange of Feed Pellets,Feed blender ribbon for Mèlange de Feed Pellets,Feed ribbon blender for mixing feed pellets | Ribbon blender for feed pellet mixing,73.33333333333334,False
ahl_13577_hat_eng,depi m fini,since I finished,Since I end up,since I finished,since I finished,once I was done | after I finished,57.14285714285714,False
gen_00486,Type D' durèes baze sou zòn zòn comme piba: 7-12 travay jou.,Typical shipping durations based on Zone areas as follows: 7-12 working days.,Type input durèes based on area as follows: 7-12 working days.,Type Packing duraires based on areas as follows: 7-12 working days.,Type of inkjet is based on area as follows: 7-12 working days.,Typical shipping times by zone: 7–12 business days | Estimated delivery time by zone: 7–12 working days,58.94736842105264,False
ahl_6709_hat_eng,ki bouche anpil dezòd,that causes a lot of trouble,the Mercy of Chaos,which throws a lot of chaos,which clogged a lot of chaos,causes a lot of trouble | is very troublesome,40.0,False
ahl_14079_hat_eng,"Mesye li di rap ni mal, non?","Sir, he said the rap is bad, right?","Mr. he says rap neither wrong, not?","Mr. Does he say rap or bad, no?","Mr. he said rap and bad, no?","Sir, he said the rap is bad, right? | He said the rap was bad, right?",51.42857142857142,False
ahl_7459_hat_eng,sa m ap di Pase,what I’m saying is Pass,what I'm saying Passing,what I’m saying to pass,what I’m saying to Pass,what I mean is pass | I’m saying pass,76.92307692307692,True
ahl_2925_hat_eng,mousye pa genyen,the man does not have,Mummy No Win,don’t have any,don’t have any,he doesn’t have it | he has none,47.05882352941176,False
gen_00939,Medikal-Ray Pwoteksyon pwodwi yo,Medical-Ray Protective Products,Medical-Ray Protection Products,Medical-Ray Protection Products,Medical-Ray Protection Products,Medical Radiation Protection Products | Medical X-Ray Protection Products,93.5483870967742,True
ahl_15800_hat_eng,sòp wa li di la,the king himself says it there,Pop King says the,he will say there,you will say it there,the king himself said it | straight from the king's mouth,60.0,False
ahl_11010_hat_eng,li rete sou li l touye l tou,he stayed on him and killed him too,He remained on his kills also,"he stayed on him, he killed him too","he stays on him, he killed him too",he kept at him until he killed him too | he kept on him and ended up killing him too,52.63157894736843,False
cuisine_45_hat_eng,radi,Raddish,Radios,Radios,Radius,radish | red radish,90.9090909090909,True
gen_00887,Bonjan Ekip Teknik,Strong Technical Team,Strong Technical Team,Strong Technical Team,Strong Technical Team,Strong Tech Team | Solid Technical Team,86.48648648648648,True
gen_01042,AU1706024J-CAB009 Egzanp Rapò tès pwodwi yo Enspeksyon Rapò,AU1706024J-CAB009 Sample Products Testing Report Inspection Report,AU1706024J-CAB009 Sample Test Report Products Inspection Report,AU1706024J-CAB009 Sample Test Report Products Inspection Report,AU1706024J-CAB009 Sample Test Report Products Inspection Report,Sample Product Testing and Inspection Report | Product Testing Inspection Report,66.66666666666667,False
ahl_503_hat_eng,ou pral plante,you will plant,you'll plant,you will plant,you will plant,you’re going to plant | you’ll be planting,66.66666666666667,False
gen_00356,Ou te konfime moun sa a pa yon match.,You've confirmed this individual is not a match.,You have confirmed this person by a match.,You have confirmed this person by a match.,You confirmed this person by a match.,You confirmed this person isn’t a match.|You’ve verified this individual is not a match.,85.36585365853658,True
ahl_528_hat_eng,nan se pa zètwal non,"no, it’s not a star, no",in is not surname,it’s not a big name,"it’s not a star, no","No, it’s not a star | No, definitely not a star",64.51612903225806,False
gen_00271,4. Long lavi epi yo dwe kapab gonfle plis pase 100 kawotchou PC kontinyèlman,4. long life and be able to inflate more than 100 PCS tires continuously,4. Long life and be able to inflate more than 100 PC tires continuously,4. Long life and be able to inflate more than 100 PC tires continuously,4. Long life and be able to inflate more than 100 PC tires continuously,Long service life and continuous inflation of over 100 tires | Durable and capable of inflating more than 100 tires continuously,80.91603053435115,True
gen_00837,"Gen anpil chans pou bèje yo te moun òdinè, tankou anpil nanm ki rekòmandab ki pase jounen yo ap chèche lavi.","The shepherds were more than likely quite ordinary people, like many commendable souls who go about their days earning a living.","There are likely to bushes being ordinary people, such as many souls that are recommendable that spend their day looking for life.","There are a lot of chances of berries that were ordinary people, as much as recommendable souls that spend their day seeking life.","There are a lot of chances of shelter being ordinary people, like a lot of recommended souls that spend their day are looking for life.","The shepherds were probably ordinary folks, like many decent people just trying to make a living. | The shepherds were likely simple, everyday people, like many respectable souls going about their work.",51.78571428571428,False
gen_00927,Ab Jeneyalojik Gwoup Familyal la,Family Group Tree,Ab Jeneyalogy Family Group,Ab Jeneyalogy Family Group,the Ab Jeneyalogy Group Family,Family Tree | Family Genealogy Tree,54.16666666666667,False
ahl_16911_hat_eng,nan gen bwa,there is wood,the Tree of Christ,there are woods,in there are wood,there’s plenty of wood | wood is available,55.55555555555556,False
ahl_15635_hat_eng,ki bò prale,Where are you going?,the Side Go,where is going to go,where are you going,Where are you headed? | Where are you off to?,54.54545454545454,False
ahl_14836_hat_eng,tout jan yo,all kinds of them,All As They,all the way they,all of them,all sorts of them | all kinds of them,63.1578947368421,False
ahl_12760_hat_eng,bò ou sa,near you,the side of you,by you that,near you that,by you | close to you,66.66666666666667,False
gen_01187,"Souvan, n'al dòmi anvan emisyon ke yo rele ""Idòl Ameriken"" (American Idol) fini.","We're usually in bed before we find out who's eliminated on ""American Idol.""","Often, we sleep before the broadcast known as ""American Soldier"" (American Idol) finished.","Often, we will sleep before broadcast is called ""American Idol"" (American Idol) finish.","Often, asleep before broadcast is known as ""American Idol"" (American Idol) finished.",We usually go to bed before American Idol ends | We’re usually asleep before we find out who gets eliminated on American Idol,54.90196078431373,False
ahl_15280_hat_eng,li ka vole sou yon,it can fly on a,it can fly on a,he can fly on a,he can fly on a,it can fly on one | it can take off on a,96.55172413793103,True
gen_01090,"Renault kamyon yo, konsilte 4.16 (08.2011)",Renault Trucks Consult 4.16 (08.2011),"Renault trucks, consult 4.16 (08.2011)","Renault Trucks, Consult 4.16 (08.2011)","Renault trucks, consult 4.16 (08.2011)",Renault Trucks Consult 4.16 (08/2011) | Renault Trucks Consult 4.16 (August 2011),96.0,True
ahl_2860_hat_eng,ki yon ka di l,what can one say to him,which a can tell it,what can you tell him,what can you tell him,what can you say to him | what can one say to him,57.89473684210527,False
zile_73_hat_eng,Emile C. Megie,Emile C. Mégie,Emile C. Megie,Emile C. Megie,Emile C. Megie,Emile C. Megie | Emile C. Mégie,100.0,True
