id,cr,reference_en,baseline_prediction,cultural_prediction,tri_prediction,expected_translation,cultural_prediction_csi_match_score,cultural_prediction_csi_match_success
ahl_8508_hat_eng,manm anwèl rete l menm,the annual member remains the same,All Members Reside the Same,the member of the year remains the same,the member of the year remained the same,the yearly member stays the same | the annual membership remains unchanged,64.7887323943662,False
proverb_131_hat_eng,Menm nan lanfè gen mounpa.,"Even in hell, there are people from your clan.",Even in hell there is mounpa.,Even in hell there are people.,Even in hell there are no people.,"You’ll find your own kind anywhere | There’s always someone from your side, even in the worst place",64.15094339622642,False
ahl_10582_hat_eng,valè ou bagay ou fè,the value of what you do,value of your goods or services,value the thing you do,value the thing you do,what you do matters | the value of your actions,55.81395348837209,False
ahl_2254_hat_eng,a se sa sèlman,that is all,This is the only one,and that's all,that's all,that’s all | that’s it,75.0,False
ahl_3073_hat_eng,yo pran w pakèt fèy,they took a bundle of leaves from you,They take a bunch of leaves,they took a lot of leaves from you,they took a lot of leaves from you,they took advantage of you | they ripped you off,66.66666666666667,False
ahl_5465_hat_eng,E lè se yon fi.,And when it is a girl.,And when it's a girl.,And when its a girl.,And when its a girl.,And if it’s a girl | And when it’s a girl,95.0,True
ahl_7501_hat_eng,se Siyan Andre ou ti b ap ban moun lòt iswa ankò,"it was Siyan Andre, or you were going to give people another story again",Siann Andre or ti b se ap bay moun lòt swa ankò,"Its Siyan Andre, youre the one whos giving people the other one again.","Its Siyan Andre, youre going to give people other things again.","It was Siyan Andre, or you were about to tell people another story again | It was Siyan Andre, or you were going to spin people another tale again",72.05882352941177,False
ahl_10206_hat_eng,Yon sèl Fami,One Family,One Family,One Family,One Family,One family | A single family,100.0,True
ahl_15375_hat_eng,ki jan l fèt,how is it made,how it was born,how was it made,how it was made,how do you make it | how is it prepared,66.66666666666667,False
ahl_406_hat_eng,li fon lòt kote men,it is deep elsewhere but,li fon elsewhere but,"It goes somewhere else, but","It goes somewhere else, but",there’s more to it than that | there’s another side to it,51.85185185185186,False
ahl_13212_hat_eng,"Bon, e, bèt, kòm si bèt, moun moun tou.","Well, and, animals, as if animals, people are people too.","Well, e, animals, as if animals, people people too.","Well, and, animals, as if animals, people people too.","Well, and, animals, as if animals, people people too.","People are people, and animals are animals | Humans are humans, and animals are animals",58.97435897435898,False
ahl_11795_hat_eng,men m pa konnen yo,but I don’t know them,but i don't know them,but I dont know them,but I dont know them,but I don’t know them | but I don’t know who they are,95.0,True
ahl_2405_hat_eng,yo pran lasi epi yo lage l sou on si fi sèl,they took the wax and put it on a single girl,They take away the wax and release it on one si fi sole,they took the money and put it on a single girl,they take the wax and they drop it on a single girl,they set her up | they framed her,56.14035087719298,False
ahl_11209_hat_eng,anba vant li nwa,the lower part of her belly is black,Belly is black,under her belly is black,under his belly is black,she has a dark lower abdomen | her lower belly is black,85.1063829787234,True
ahl_185_hat_eng,reva gen lòd jan yo konn di l ankò.,"dreams have order, as they say.",reva gen order as they usually say it again.,"there will be order again, as they say.","the reva has order, as they say again.",dreams have their own order | dreams unfold in their own way,51.28205128205128,False
ahl_372_hat_eng,ou rive la konsa,you got there like that,Do you happen to be like this?,you got there like that,you got there like that,How did you get there like that? | You showed up like that?,95.65217391304348,True
ahl_11141_hat_eng,Zandorit laliyan m ki jan menm,Zandorit my laliyan how exactly,Zandorit laliyan m how same,"Zandorit, my friend, how is it anyway","Zandorit, my friend, how exactly?","How exactly, my laliyan? | Just how, my laliyan?",43.24324324324324,False
ahl_4237_hat_eng,e ma pou ese do ou wè siyon tajen nou yon bagay,and I’m going to try to see if we have something,And let's do that or see our tajen sion something,"and Im going to look behind your back and youll see, our tajen sign is something","and Im going to tell you, you see, our tajen sign is something",I’ll see if we have something | Let me check if we’ve got anything,45.54455445544554,False
ahl_9994_hat_eng,nan kont la,in the account,in the account,in the account,in the account,on the bill | on the tab,60.86956521739131,False
ahl_16073_hat_eng,mezi lakou an,the yard measure,Measure the yard,yard measure,yard measure,yardstick | standard measure,95.65217391304348,True
ahl_10169_hat_eng,yon toupiti pou ka met nan dife a,a little bit so it can be put in the fire,a place to be thrown into the fire,a little to put in the fire,a little to put in the fire,just a little | a tiny bit,65.21739130434783,False
ahl_3839_hat_eng,ou ka di li vòlè li,you can say he stole it,You can say it was stolen,you can say he stole it,you can say he stole it,you could say he stole it | you might say he stole it,82.6086956521739,True
ahl_5554_hat_eng,se kay an moun,it’s someone’s house,It's a man's house,its a persons house,its a persons house,someone’s house | a person’s home,80.0,True
ahl_9734_hat_eng,se Patwiprens m prale,I’m going to Port-au-Prince.,Patwiprins m going to be ,Im going to Patwiprens.,Im going to Patwiprens.,I’m headed to Port-au-Prince | I’m going to Port-au-Prince,69.56521739130434,False
ahl_12233_hat_eng,Alè sò w ap fè l fè gwo,So now you’re making him do big things,So you're going to make it big,So youre going to make it big,So youre going to make it big,So now you’re making him act all big | So now you’re making him get too full of himself,58.62068965517242,False
ahl_6590_hat_eng,zèl yo byen non,"their wings are fine, right",The wings are quite unknown,the wings are very unstable,their wings are not good,"their wings are okay, right | their wings are fine, aren’t they",66.66666666666667,False
ahl_6267_hat_eng,bon sa se yon fèy.,well this is a leaf.,good that's a leaf.,"well, this is a leaf.","well, this is a leaf.","well, that’s a leaf | okay, this is a leaf",86.48648648648648,True
expression_63_hat_eng,Se lave men siye atè,it’s a waste of time,Hand-washed and dried ,It is to wash hands and wipe the ground.,It is to wash hands and wipe the ground.,a pointless effort | a waste of time,43.75,False
ahl_15151_hat_eng,yo pitit pitit,their grandchildren,They are the seeds offspring.,they are grandchildren,they are grandchildren,their grandkids | their grandchildren,87.8048780487805,True
ahl_4845_hat_eng,ou pa konn di li Wib,"you don’t know how to tell him, Wib",Don't you know it's Wib,"you dont know how to tell him, Wib","you dont know how to tell him, Wib","you don’t know how to tell him, Wib | you can’t bring yourself to tell him, Wib",97.05882352941177,True
ahl_12004_hat_eng,li se kouchou an mèg,he is the skinny one,It's a thin layer of rubber,it is the skinny one,it is a skinny cushion,the skinny one | the thin one,82.35294117647058,True
ahl_12604_hat_eng,Ou pa difen nan di?,What’s the harm in saying it?,Or is it the defense of the saying?,Arent you the last one to say it?,Arent you the last to say?,What’s the harm in saying it? | Why not say it?,58.06451612903225,False
ahl_8506_hat_eng,kapab pi jòti a m pran 3 kizan,maybe later today I’ll take 3 kilos,The best way to take 3 kizan,"can be easier, Ill take 3 kizan",maybe today Ill take 3 kizan,maybe later today I’ll take 3 kilos | perhaps later today I’ll get 3 kilos,67.74193548387098,False
ahl_5935_hat_eng,"Oke, bon si yo, yo va ka di yo mete senk senk ki sa?","Okay, well if they, they will be able to say they put five five what?","Well, good if they are, they'll say they put five five what?","Okay, well if they do, theyll be able to say they put five five what?","Okay, well if they do, theyll be able to say they put five five what?","Okay, well if they can say they put five each, then what? | Okay, so if they say they put five apiece, then what?",73.21428571428572,False
cuisine_30_hat_eng,Mayi moulen,corn meal,Corn mill,Corn Grinder,Corn Grinder,cornmeal | ground corn,55.55555555555556,False
ahl_9222_hat_eng,mande nou padon mesyen,"ask us for forgiveness, sir",ask us forgiveness sir,"ask us for forgiveness, sir","ask us for forgiveness, sir","please forgive us, sir | we apologize, sir",65.3061224489796,False
ahl_345_hat_eng,Bò isit konsa m pase,I passed around here.,Here's how I spent my time,"Over here like this, I passed by","Over here like this, I passed by",I came by here | I passed by here,64.28571428571428,False
ife_622_hat_eng,Nou tout gen pou nou rive la youn jou.,We all get there at a precise instant.,We all have to get there one day.,We all have to arrive there one day.,We all have to arrive there one day.,We’ll all get there someday | We all arrive in our own time,66.66666666666667,False
ife_464_hat_eng,"Se poutèt sa m ap di ou,",That is why I am telling you this.,"That's why I'm telling you,",Thats why Im telling you.,Thats why Im telling you.,That’s why I’m telling you | That’s why I’m saying this,92.0,True
